,label,tweet,gender,katakunci,pasal,status,kronologis,agama
1499,anger,kalau begal bagaimana pak polisi   terus pelaku nya kerusuhan tersebut apa hanya di bubarkan saja   kenapa tidak tembak mati saja  agar jera tidak lakukan lagi trims   ,Laki-laki,"pembohong, pendusta","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",lidik,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Islam
1500,happy,   baru selesai sahur nih git kalau kk sih suka dua nya  suka kamu juga lagi eehhh  tadi sahurnya pake ayam goreng sama mie goreng saja nih,Perempuan,"fuck, fucking bitch, fat bitch",Pencemaran,Restorative Justice,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen Protestan
1501,anger,   jangan karena save kampus ada alasan tuk memelihara pelaku teror di negeri ini  sebaiknya kapolri menawarkan fh dan fz digaris depan dalam penggrebekan pelaku teroris agar merasakan ketegangan saat itu berlangsung  aktivis bukan segalanya bila tak,Laki-laki,"peselingkuh gatel, bangsat, asu",Pencemaran nama baik,lidik,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen Protestan
1502,happy, itu mengingatkan masa kejayaan tahun an dan beruntung bisa ngerasain jadi anak pada jamannya  semua tweet isi kekonyolan itu udah aku rasain juga ,Laki-laki,"peselingkuh gatel, bangsat, asu",UU ITE 27 Ayat 3,lidik,PENCEMARAN NAMA BAIK,Kristen
1503,happy,ketika semangat puasa mulai turun di akhir bulan  lalu allah beri semangat kita dengan adanya malam lailatu qadar biar kita semakin semangat beribadahnya soswitnya allah baiknya allah maka nikmat tuhanmu yang manakah yang kamu dustakan ,Perempuan,Kodok betina,KUHP Pasal 310,Penyelidikan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen
1504,happy,aplikasi pencatatan keuangan semacam money manager memang berguna ya  jadi tahu sebenarnya pengeluaran kita per bulan itu berapa  yang penting konsisten saja catetnya  abis ngeluarin uang  walaupun parkir di indomaret  perak  tetap dicatet ,Laki-laki,"babi, muslim, fuck",Pasal 315 KUHP,vonis 2 tahun,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Islam
1505,anger,lha  situ sih enak di sana di datengin politisi  sambil sembunyi masih bisa ketawa ketiwi  disini umatmu  bergesek gesekkan adu gas dengan lawanmu sambil membuat atau men share berita hoax yang berkualitas setiap hari,Laki-laki,"fuck, fucking bitch, fat bitch","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",vonis 2 tahun,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Kristen Protestan
1506,anger,kurangi sampah plastik baiknya jangan jadi alasan untuk gedein bujet kampanye dan seremoni  kongkrit saja  larang penggunaan kantong plastik di minimarket dan pasar  terkaing kaing ya biarin  kecuali kalau ada yang berat mikirin produsen plastik yang potensial jadi  donor  politik,Perempuan,"pembohong, pendusta",Pencemaran nama baik,lidik,PENCEMARAN NAMA BAIK,Islam
1507,happy,makasih yang udah kasih info buat ini  lemah teles  gusti allah sing mbales  kayanya mau ke musium bi atau prj saja sesuai info      ,Laki-laki,"pembohong, pendusta",KUHP Pasal 310,dihentikan karena restorative jaustice,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Islam
1508,sadness,males packing tiap mau pergi tuh pulang males kalau suruh packing pgnnya bisa punya tongkat sihir terus langsung masukin barangnya koper dengan rapi,Perempuan,"Cina, anus, toilet, jamban, tai",Pencemaran,Putusan,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen Protestan
1509,anger,warga masyarakat singgahan tolak segala bentuk hoax dan mendukung pilkada damai              ,Laki-laki,"peselingkuh gatel, bangsat, asu","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",Naik kejaksaan,PENCEMARAN NAMA BAIK,Islam
1510,sadness,biar kelihatan rame  biar kelihatan meriah  biar kelihatan fasilitasnya komplit  dan biar kelihatan kerja  padahal  laptopnya di on kan  cuma buka streaming radio    ,Perempuan,"babi, muslim, fuck",pengancaman,Restorative Justice,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Islam
1511,fear,pagi ini surabaya mendungnya rata banget  jangan biarin rasa meger menguasai jiwa  amp,Perempuan,"babi, muslim, fuck",UU ITE 27 Ayat 3,Restorative Justice,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Islam
1512,happy,ada yang bikin kamu seperti gini hari ini  udaaahh santai saja  sini deh    temenin sama single keren di  streaming saja di   ,Laki-laki,"Cina, anus, toilet, jamban, tai",Pasal 315 KUHP,lidik,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen
1513,happy,bahagia itu dekat  seperti cinta the way you say good morning  so  say it every single day to me ya   cm mau ngingetin  jika satu orang sudah mulai pudar kepeduliannya  jangan pernah takut  krna diluar sana akan ada orang yang lebih peduli sama kamu  as long as you do something good juga ,Perempuan,"babi, biongo",Pasal 315 KUHP,Naik kejaksaan,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Islam
1514,sadness,terimakasih saudara iku    kalian telah menyadarkan kami bahwa kepulangan dari persinggahan ini tidaklah memilih di mana tempat dan kapan waktunya  sebagaimana air mata tidak pernah memilih tempat jatuhnya          ,Laki-laki,"fuck, fucking bitch, fat bitch",KUHP Pasal 310,Putusan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Islam
1515,happy,masalah tidak akan pernah menjauh  hadapi selasamu dengan penuh semangat ,Laki-laki,"fuck, fucking bitch, fat bitch",Pencemaran,vonis 2 tahun,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Islam
1516,anger,      di mana menggelikannya  emang isi kitabnya cuma lempar lempar koin  lebih menggelikan yang mana  bahwa dinosaurus dan beruang kutub serta kecoa adalah hasil evolusi dari bakteri sel tunggal  ,Perempuan,"fuck, fucking bitch, fat bitch","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",Restorative Justice,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Islam
1517,fear,demikian juga lidah  walaupun suatu anggota kecil dari tubuh  namun dapat memegahkan perkara perkara yang besar  lihatlah  betapapun kecilnya api  ia dapat membakar hutan yang besar ,Perempuan,"fuck, fucking bitch, fat bitch",KUHP Pasal 310,Restorative Justice,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen
1518,anger,         hei claudia kalau jawaban seperti gini sudah aku tau dari kemarin keles   sabar ya kak  dtunggu ya kak   silakan di cek di bla bla   template semua   tidak mutu  ,Perempuan,"babi, biongo",Pencemaran,Penyelidikan,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen Protestan
1519,sadness,lagi heboh asus rog phone  emang pada kuat belinya wahai sobat kisminku  mending save gambarnya saja seperti saya biar pas rilis udah bosen liatnya jadi tidak gitu nafsu ingin beli,Laki-laki,"pembohong, pendusta","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",Restorative Justice,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Islam
1520,happy,bahaha   dia ke kasir after me  sambil ngangkat keresek belanjaanku  masih sempet lihat mas nya nyodorin barang belanjaannya,Perempuan,"babi, muslim, fuck",Pencemaran nama baik,Restorative Justice,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Islam
1521,anger,klo parungpanjang selalu di hadiri jutaan debu yang membuat warga terdampak ispa hingga  lebih jiwa pak  tidak percaya pak    saya punya data nya dari puskesmas kok   kapan mau main kesini pak                     ,Perempuan,"selingkuh, lobang kubur",KUHP Pasal 310,dihentikan karena restorative jaustice,PENCEMARAN NAMA BAIK,Kristen Protestan
1522,happy,      kemarin senin juni ikut acara sosialisasi yang diselenggarakan di kediri  terimakasih dapat kesempatan ikut    ,Perempuan,Kodok betina,pengancaman,Naik kejaksaan,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen
1523,anger,pak    ini asli loh pak bukan editan             om sesekali dong kupas persoalan di wilayah kami kok bisa bisa nya hukum dan keselamatan warga parungpanjang di nomor sekiankan   siapa sih om yang bermain di sini      ,Laki-laki,"babi, muslim, fuck","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",Putusan,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen
1524,sadness,kepada kalian yang suka bertanya  kapan pulang     jarak hadir agar kita bisa saling mengenang  bertemu karena rindu   haha esok juga rindu akan kembali datang usai petang menghilang  tunggu saja dulu  tidak perlu bertanya ini itu  kau tahu   beberapa rindu tidak butuh obat bertemu,Laki-laki,"selingkuh, lobang kubur",KUHP Pasal 310,Putusan,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Islam
1525,happy,setelah  muncul  nah sekarang lagi rame  ku merasa sangat uptudate dan bersyukur  anti uninstall twitter twitter club ,Laki-laki,penipu,Pencemaran,lidik,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen Protestan
1526,happy,      sekarang saya tiap hari naik krl lanjut bis tj  transit dari krl ke bis tj jalan kaki  dari halte tj ke kantor juga jalan kaki  sepakat pak  transportasi umum jalan kaki untuk last mile ride kurang dari kamu ,Laki-laki,"babi, muslim, fuck",KUHP Pasal 310,Putusan,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen Protestan
1527,happy,melawan sibuk selasamu  jangan patah semangat yah ,Laki-laki,"peselingkuh gatel, bangsat, asu","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",Restorative Justice,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Islam
1528,sadness,      di bulan ramadhan yabg suci ini  alangkah baiknya menyejukkan suasana dan bukan memancing orang lain untuk berbicara  text  buruk dan berdebat tentang politik yang duniawi semata  mari     saling koreksi diri ,Laki-laki,"peselingkuh gatel, bangsat, asu","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",Naik kejaksaan,PENCEMARAN NAMA BAIK,Kristen Protestan
1529,anger,menjelang lebaran  ahass honda belum mengadakan diskon sparepart atau service untuk mudik  ganti rantai malah naik ke   ingin berkata bgsd rasanya,Perempuan,"selingkuh, lobang kubur","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",Putusan,PENCEMARAN NAMA BAIK,Islam
1530,sadness,kebodohan di bulan ramadhan  jumat kemaren kejaran waktu ganti bioskop demi film ini  ternyata masih kamingsun  what smart smart day    ,Laki-laki,"fuck, fucking bitch, fat bitch","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",Putusan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen Protestan
1531,sadness,turut sepenanggungan atas meninggalnya dari  ramona sari   sejawat  aktivis  dan salah satu pejuang paling tangguh dari    untuk hak   kesehatan seksual reproduksi perempuan indonesia  semoga yang maha berkenan memeluk pulang  tuhan yang memberi  tuhan pula yang mengambil ,Laki-laki,"babi, muslim, fuck","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",Naik kejaksaan,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Islam
1532,happy,berasa lagi baca fanfict soal chaebol    heolll    ini di indonesia  beneran ada loh orang yang hidupnya seperti kita nonton cerita di drama korea  simak di mari         ,Laki-laki,"babi, muslim, fuck",UU ITE 27 Ayat 3,Restorative Justice,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Kristen
1533,sadness,kita hanya sedang mengalami masa masa sulit  masa masa gelap  masa masa rentan akan perpisahan  namun  jika kita mampu bertahan  maka tidak akan yang mampu memisahkan   except allah ,Laki-laki,Kodok betina,pengancaman,Penyelidikan,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen
1534,fear,harap diperjelas pak ketua    agar masyarakat paham  mana atau apa kriteria gratifikasi lebaran yang dilarang itu   dimasyarakatkan kriteria itu    ,Perempuan,pelacur,Pencemaran nama baik,Naik kejaksaan,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Kristen
1535,happy,and then  bentuk thr lainnya adalah jalan keluar kota  yes  bapak aing adalah orang yang hobby travelling dengan kendaraan sendiri  jadi hampir semua wisata di jawa setidaknya sudah pernah dilajak sama bapak aing ,Laki-laki,"selingkuh, lobang kubur",pengancaman,Penyelidikan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen Protestan
1536,happy,lebih asik kalau ngomongin keberhasilan pemerataan pembangunan  pencapaian ekonomi  dibandingkan ngomongin keburukan calon sebelah ataupun keburukan si gubernur atau  ,Perempuan,pelacur,UU ITE 27 Ayat 3,Putusan,PENCEMARAN NAMA BAIK,Kristen Protestan
1537,happy,panjang umur  murah rezeki dengan silaturrahmi                       ,Perempuan,"fuck, fucking bitch, fat bitch",KUHP Pasal 310,Putusan,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Islam
1538,happy,   awalnya kaget karena tidak pnya basic broadcast tapi karena rasa ingin tau yang tinggi jadi deal nih apalagi salarynya alhamdulillah untuk sekelas penyiar  hari kedua di studio sudah memasuki bulan  dan totally lingkungannya syariah dan muslim banget  awalnya maksain diri utk,Laki-laki,"babi, biongo",pengancaman,dihentikan karena restorative jaustice,PENCEMARAN NAMA BAIK,Kristen
1539,sadness,ini lho yang mengiris hatiku   masih tega buang sampah plastik sembarangan  masih males mengurangi pemakaian plastik kresek   plastik kemasan lain ,Laki-laki,Kodok betina,"Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",dihentikan karena restorative jaustice,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen Protestan
1540,happy,   dan bersyukur banget karena dipertemukan sama partner program yang diselenggarakan oleh laz ymm fi yaitu karantina hafiz quran  suasana iftar dan sahur yang menyenangkan dan pasti cerita seru selama karantina dan program radio  mari kita bersyukur atas apa yang ada saat ini,Laki-laki,Kodok betina,UU ITE 27 Ayat 3,lidik,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen Protestan
1541,happy,   dekat rumah aku itu kuenya    tap akunya tidak ada lihat kmren   karena kerja hahhahha  ia sering  ketemunya ntah macem mana hahhahha  lelah nyungsep di banyak fansnya itu wkkwkkw,Laki-laki,penipu,Pasal 315 KUHP,vonis 2 tahun,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen
1542,anger,   jika terjadi overload pengiriman sebaiknya tutup sementara penerimaan pengiriman paket agar semua paket yang telah masuk dapat terdistribusi sesuai estimasi  jangan mementingkan keuntungan dari pihak jne saja tapi pentingkan juga hak konsumen ,Perempuan,"babi, muslim, fuck",Pencemaran nama baik,Penyelidikan,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Islam
1543,anger, kalau mewujudkan keadilan sosial hanya sebatas bangun infrastruktur ya cetek sekali pemikiranmu  kamu juga harus tau infrastruktur dibangun dari hutang miliaran dollar  artinya,Laki-laki,"selingkuh, lobang kubur",pengancaman,Penyelidikan,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Islam
1544,anger,berani berbuat salah harus berani meminta maaf  menjadi manusia yang lebih baik disetiap waktunya dimulai dari hal hal kecil  emang tidak mudah karena kita hanya manusia biasa yang tidak sempurna yang tidak bisa lepas dari rasa amarah  dengki  dan benci ,Perempuan,penipu,"Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",Restorative Justice,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen
1545,sadness,lagi belajar tentang putusan pak artidjo sambil dengerin chris cornell  menyangkut lembaga yudikatif biasanya teman diskusi saya cuma satu  sayang orangnya sudah pergi    ,Laki-laki,"bom, tidak tahu diri",Pencemaran nama baik,dihentikan karena restorative jaustice,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Islam
